name,id,nametype,recclass,mass,fall,year,reclat,reclong,point coordinates
Pnompehn,18851,1,L6,96.0,Fell,1868-01-01,11.58333,104.91667,"[11.58333, 104.91667]"
Dominion Range 03240,32592,1,LL5,290.9,Found,2002-01-01,,,
Pohlitz,18853,1,L5,3000.0,Fell,1819-01-01,50.93333,12.13333,"[50.93333, 12.13333]"
Pokhra,18858,1,H5,350.0,Fell,1866-01-01,26.71667,82.66667,"[26.71667, 82.66667]"
Pollen,18860,1,CM2,253.6,Fell,1942-01-01,66.34833,14.015,"[66.34833, 14.015]"
Pontlyfni,18865,1,Winonaite,157.0,Fell,1931-01-01,53.03639,-4.31944,"[53.03639, -4.31944]"
Portales Valley,18874,1,H6,71400.0,Fell,1998-01-01,34.175,-103.295,"[34.175, -103.295]"
Portugal,18876,1,Stone-uncl,4500.0,Fell,1796-01-01,38.5,-8.0,"[38.5, -8.0]"
Po-wang Chen,18879,1,LL,665.0,Fell,1933-01-01,31.41667,118.5,"[31.41667, 118.5]"
Prambachkirchen,18883,1,L6,2125.0,Fell,1932-01-01,48.3025,13.94083,"[48.3025, 13.94083]"
Pribram,18887,1,H5,5555.0,Fell,1959-01-01,49.66667,14.03333,"[49.66667, 14.03333]"
Pricetown,18888,1,L6,900.0,Fell,1893-01-01,39.11667,-83.85,"[39.11667, -83.85]"
Puerto Lápice,45984,1,Eucrite-br,500.0,Fell,2007-01-01,39.35,-3.51667,"[39.35, -3.51667]"
Pulsora,18899,1,H5,560.0,Fell,1863-01-01,23.36667,75.18333,"[23.36667, 75.18333]"
Pultusk,18901,1,H5,250000.0,Fell,1868-01-01,52.76667,21.26667,"[52.76667, 21.26667]"
Punganaru,18902,1,Stone-uncl,100.0,Fell,1811-01-01,13.33333,78.95,"[13.33333, 78.95]"
Putinga,18905,1,L6,300000.0,Fell,1937-01-01,-29.03333,-53.05,"[-29.03333, -53.05]"
Qidong,18907,1,L/LL5,1275.0,Fell,1982-01-01,32.08333,121.5,"[32.08333, 121.5]"
Qingzhen,18908,1,EH3,2600.0,Fell,1976-01-01,26.53333,106.46667,"[26.53333, 106.46667]"
Queen's Mercy,22357,1,H6,7000.0,Fell,1925-01-01,-30.11667,28.7,"[-30.11667, 28.7]"
Quenggouk,22358,1,H4,6045.0,Fell,1857-01-01,17.76667,95.18333,"[17.76667, 95.18333]"
Quesa,22360,1,"Iron, IAB-ung",10750.0,Fell,1898-01-01,39.0,-0.66667,"[39.0, -0.66667]"
Quija,22361,1,H,17450.0,Fell,1990-01-01,44.61667,126.13333,"[44.61667, 126.13333]"
Quincay,22363,1,L6,65.0,Fell,1851-01-01,46.6,0.25,"[46.6, 0.25]"
Raco,22368,1,H5,5000.0,Fell,1957-01-01,-26.66667,-65.45,"[-26.66667, -65.45]"
Raghunathpura,22371,1,"Iron, IIAB",10200.0,Fell,1986-01-01,27.72528,76.465,"[27.72528, 76.465]"
Rahimyar Khan,31302,1,L5,67225.0,Fell,1983-01-01,28.225,70.2,"[28.225, 70.2]"
Rakovka,22376,1,L6,9000.0,Fell,1878-01-01,52.98333,37.03333,"[52.98333, 37.03333]"
Ramnagar,22384,1,L6,3766.0,Fell,1940-01-01,26.45,82.9,"[26.45, 82.9]"
Rampurhat,22385,1,LL,100.0,Fell,1916-01-01,24.16667,87.76667,"[24.16667, 87.76667]"
Ramsdorf,22386,1,L6,4682.0,Fell,1958-01-01,51.88333,6.93333,"[51.88333, 6.93333]"
Ranchapur,22387,1,H4,290.4,Fell,1917-01-01,23.98333,87.08333,"[23.98333, 87.08333]"
Rancho de la Presa,22390,1,H5,300.0,Fell,1899-01-01,19.86667,-100.81667,"[19.86667, -100.81667]"
Rangala,22392,1,L6,3224.5,Fell,1937-01-01,25.38333,72.01667,"[25.38333, 72.01667]"
Raoyang,22394,1,L6,4910.0,Fell,1919-01-01,38.2,115.7,"[38.2, 115.7]"
Ras Tanura,22395,1,H6,6.1,Fell,1961-01-01,26.66667,50.15,"[26.66667, 50.15]"
Rasgrad,22396,1,Stone-uncl,24700.0,Fell,1740-01-01,43.5,26.53333,"[43.5, 26.53333]"
Ratyn,22398,1,Stone-uncl,910.0,Fell,1880-01-01,52.2,17.98333,"[52.2, 17.98333]"
Red Canyon Lake,53502,1,H5,18.41,Fell,2007-01-01,38.13742,-119.75812,"[38.13742, -119.75812]"
Reliegos,22584,1,L5,17300.0,Fell,1947-01-01,42.475,-5.33333,"[42.475, -5.33333]"
Rembang,22585,1,"Iron, IVA",10000.0,Fell,1919-01-01,-6.73333,111.36667,"[-6.73333, 111.36667]"
Renazzo,22586,1,CR2,1000.0,Fell,1824-01-01,44.76667,11.28333,"[44.76667, 11.28333]"
Renca,22587,1,L5,300.0,Fell,1925-01-01,-32.75,-65.28333,"[-32.75, -65.28333]"
Renqiu,22589,1,L6,355.0,Fell,1916-01-01,38.66667,116.13333,"[38.66667, 116.13333]"
Repeev Khutor,22590,1,"Iron, IIF",7000.0,Fell,1933-01-01,48.6,45.66667,"[48.6, 45.66667]"
Revelstoke,22592,1,CI1,1.0,Fell,1965-01-01,51.33333,-118.95,"[51.33333, -118.95]"
Rewari,22593,1,L6,3332.0,Fell,1929-01-01,28.2,76.66667,"[28.2, 76.66667]"
Rich Mountain,22597,1,L6,668.0,Fell,1903-01-01,35.03333,-83.03333,"[35.03333, -83.03333]"
Uzcudun,24140,1,L,20000.0,Fell,1948-01-01,-44.11667,-66.15,"[-44.11667, -66.15]"
Richardton,22599,1,H5,90000.0,Fell,1918-01-01,46.88333,-102.31667,"[46.88333, -102.31667]"
Richland Springs,22602,1,OC,1900.0,Fell,1980-01-01,31.25,-99.03333,"[31.25, -99.03333]"
Richmond,22603,1,LL5,1800.0,Fell,1828-01-01,37.46667,-77.5,"[37.46667, -77.5]"
Rio Negro,22611,1,L4,1310.0,Fell,1934-01-01,-26.1,-49.8,"[-26.1, -49.8]"
Rivolta de Bassi,22614,1,Stone-uncl,103.3,Fell,1491-01-01,45.48333,9.51667,"[45.48333, 9.51667]"
Rochester,22637,1,H6,340.0,Fell,1876-01-01,41.08333,-86.28333,"[41.08333, -86.28333]"
Rockhampton,22640,1,Stone-uncl,1641.0,Fell,1895-01-01,-23.38333,150.51667,"[-23.38333, 150.51667]"
Roda,22641,1,Diogenite,400.0,Fell,1871-01-01,42.3,0.55,"[42.3, 0.55]"
Rodach,22642,1,Stone-uncl,2900.0,Fell,1775-01-01,50.35,10.8,"[50.35, 10.8]"
Rose City,22766,1,H5,10600.0,Fell,1921-01-01,44.51667,-83.95,"[44.51667, -83.95]"
Rowton,22773,1,"Iron, IIIAB",3500.0,Fell,1876-01-01,52.76667,-2.51667,"[52.76667, -2.51667]"
Ruhobobo,22780,1,L6,465.5,Fell,1976-01-01,-1.45,29.83333,"[-1.45, 29.83333]"
Rumuruti,22782,1,R3.8-6,67.0,Fell,1934-01-01,0.26667,36.53333,"[0.26667, 36.53333]"
Rupota,22783,1,L4-6,6000.0,Fell,1949-01-01,-10.26667,38.76667,"[-10.26667, 38.76667]"
Ryechki,22791,1,L5,13000.0,Fell,1914-01-01,51.13333,34.5,"[51.13333, 34.5]"
Sabetmahet,22792,1,H5,1250.0,Fell,1855-01-01,27.43333,82.08333,"[27.43333, 82.08333]"
Sabrum,22793,1,LL6,478.0,Fell,1999-01-01,23.08333,91.66667,"[23.08333, 91.66667]"
Sagan,22796,1,Stone-uncl,,Fell,1636-01-01,51.53333,14.88333,"[51.53333, 14.88333]"
Saint-Sauveur,23101,1,EH5,14000.0,Fell,1914-01-01,43.73333,1.38333,"[43.73333, 1.38333]"
Saint-Séverin,23102,1,LL6,271000.0,Fell,1966-01-01,45.3,0.23333,"[45.3, 0.23333]"
Sakauchi,23103,1,Iron,4180.0,Fell,1913-01-01,35.66667,136.3,"[35.66667, 136.3]"
Salem,23107,1,L6,61.4,Fell,1981-01-01,44.97917,-122.96944,"[44.97917, -122.96944]"
Salles,23111,1,L5,9000.0,Fell,1798-01-01,46.05,4.63333,"[46.05, 4.63333]"
Salzwedel,23114,1,LL5,43.0,Fell,1985-01-01,52.75,11.05,"[52.75, 11.05]"
Samelia,23115,1,"Iron, IIIAB",2462.0,Fell,1921-01-01,25.66667,74.86667,"[25.66667, 74.86667]"
San Juan Capistrano,23128,1,H6,56.0,Fell,1973-01-01,33.48472,-117.6625,"[33.48472, -117.6625]"
San Michele,31315,1,L6,237.0,Fell,2002-01-01,43.66667,13.0,"[43.66667, 13.0]"
San Pedro de Quiles,23130,1,L6,282.0,Fell,1956-01-01,-31.01667,-71.4,"[-31.01667, -71.4]"
San Pedro Jacuaro,34063,1,LL6,460.0,Fell,1968-01-01,19.76667,-100.65,"[19.76667, -100.65]"
Santa Barbara,23161,1,L4,400.0,Fell,1873-01-01,-29.2,-51.86667,"[-29.2, -51.86667]"
Santa Cruz,23164,1,CM2,60.0,Fell,1939-01-01,24.16667,-99.33333,"[24.16667, -99.33333]"
Santa Isabel,23165,1,L6,5500.0,Fell,1924-01-01,-33.9,-61.7,"[-33.9, -61.7]"
Santa Lucia (2008),50909,1,L6,4000.0,Fell,2008-01-01,-31.535556,-68.489444,"[-31.535556, -68.489444]"
São Jose do Rio Preto,23171,1,H4,927.0,Fell,1962-01-01,-20.81,-49.38056,"[-20.81, -49.38056]"
Saratov,23176,1,L4,200000.0,Fell,1918-01-01,52.55,46.55,"[52.55, 46.55]"
Sasagase,23187,1,H,695.0,Fell,1688-01-01,34.71667,137.78333,"[34.71667, 137.78333]"
Sauguis,23188,1,L6,4000.0,Fell,1868-01-01,43.15,-0.85,"[43.15, -0.85]"
Savtschenskoje,23190,1,LL4,2500.0,Fell,1894-01-01,47.21667,29.86667,"[47.21667, 29.86667]"
Sayama,23192,1,CM2,430.0,Fell,1986-01-01,35.86667,139.4,"[35.86667, 139.4]"
Sazovice,23455,1,L5,412.0,Fell,1934-01-01,49.23333,17.56667,"[49.23333, 17.56667]"
Schellin,23457,1,L,7000.0,Fell,1715-01-01,53.35,15.05,"[53.35, 15.05]"
Schenectady,23458,1,H5,283.3,Fell,1968-01-01,42.86083,-73.95028,"[42.86083, -73.95028]"
Schönenberg,23460,1,L6,8000.0,Fell,1846-01-01,48.11667,10.46667,"[48.11667, 10.46667]"
Searsmont,23472,1,H5,5400.0,Fell,1871-01-01,44.36667,-69.2,"[44.36667, -69.2]"
Sediköy,23473,1,L6,240.0,Fell,1917-01-01,38.3,27.13333,"[38.3, 27.13333]"
Segowlie,23476,1,LL6,6930.0,Fell,1853-01-01,26.75,84.78333,"[26.75, 84.78333]"
Selakopi,23481,1,H5,1590.0,Fell,1939-01-01,-7.23333,107.33333,"[-7.23333, 107.33333]"
Seldebourak,23483,1,H5,150.0,Fell,1947-01-01,22.83333,4.98333,"[22.83333, 4.98333]"
Semarkona,23487,1,LL3.00,691.0,Fell,1940-01-01,22.25,79.0,"[22.25, 79.0]"
Sena,23495,1,H4,4000.0,Fell,1773-01-01,41.71667,-0.05,"[41.71667, -0.05]"
Senboku,23496,1,H6,866.0,Fell,1993-01-01,39.43833,140.51167,"[39.43833, 140.51167]"
Seoni,23500,1,H6,20000.0,Fell,1966-01-01,21.68389,79.50083,"[21.68389, 79.50083]"
Seres,23501,1,H4,8500.0,Fell,1818-01-01,41.05,23.56667,"[41.05, 23.56667]"
Serra de Magé,23502,1,Eucrite-cm,1800.0,Fell,1923-01-01,-8.38333,-36.76667,"[-8.38333, -36.76667]"
Sete Lagoas,23504,1,H4,350.0,Fell,1908-01-01,-19.46667,-44.21667,"[-19.46667, -44.21667]"
Sevilla,23508,1,LL4,180.0,Fell,1862-01-01,37.41667,-6.0,"[37.41667, -6.0]"
Sevrukovo,23509,1,L5,101000.0,Fell,1874-01-01,50.61667,36.6,"[50.61667, 36.6]"
Sfax,23512,1,L6,7000.0,Fell,1989-01-01,34.75,10.71667,"[34.75, 10.71667]"
Shalka,23521,1,Diogenite,4000.0,Fell,1850-01-01,23.1,87.3,"[23.1, 87.3]"
Sharps,23525,1,H3.4,1265.0,Fell,1921-01-01,37.83333,-76.7,"[37.83333, -76.7]"
Shelburne,23529,1,L5,18600.0,Fell,1904-01-01,44.05,-80.16667,"[44.05, -80.16667]"
Shergotty,23530,1,Martian (shergottite),5000.0,Fell,1865-01-01,24.55,84.83333,"[24.55, 84.83333]"
Sheyang,23531,1,L6,605.0,Fell,1976-01-01,33.65,120.06667,"[33.65, 120.06667]"
Shikarpur,23534,1,L6,3679.7,Fell,1921-01-01,25.85,87.5775,"[25.85, 87.5775]"
Shuangyang,23582,1,H5,3900.0,Fell,1971-01-01,43.5,125.66667,"[43.5, 125.66667]"
Shupiyan,23583,1,H6,5000.0,Fell,1912-01-01,33.71667,74.83333,"[33.71667, 74.83333]"
Shytal,23584,1,L6,3200.0,Fell,1863-01-01,24.33333,90.16667,"[24.33333, 90.16667]"
Siena,23586,1,LL5,3700.0,Fell,1794-01-01,43.11667,11.6,"[43.11667, 11.6]"
Sikhote-Alin,23593,1,"Iron, IIAB",23000000.0,Fell,1947-01-01,46.16,134.65333,"[46.16, 134.65333]"
Silao,23594,1,H5,1710.0,Fell,1995-01-01,20.93333,-101.38333,"[20.93333, -101.38333]"
Silistra,55584,1,Achondrite-ung,0.15,Fell,1917-01-01,44.11667,27.26667,"[44.11667, 27.26667]"
Simmern,23603,1,H5,1222.0,Fell,1920-01-01,49.98333,7.53333,"[49.98333, 7.53333]"
Sinai,23606,1,L6,1455.0,Fell,1916-01-01,30.9,32.48333,"[30.9, 32.48333]"
Sindhri,23611,1,H5,8400.0,Fell,1901-01-01,26.21667,69.55,"[26.21667, 69.55]"
Sinnai,23613,1,H6,2000.0,Fell,1956-01-01,39.3,9.2,"[39.3, 9.2]"
Sioux County,23614,1,Eucrite-mmict,4100.0,Fell,1933-01-01,42.58333,-103.66667,"[42.58333, -103.66667]"
Sitathali,23616,1,H5,1600.0,Fell,1875-01-01,20.91667,82.58333,"[20.91667, 82.58333]"
Sivas,23617,1,H6,40000.0,Fell,1989-01-01,39.82467,36.13583,"[39.82467, 36.13583]"
Sixiangkou,23619,1,L5,630.0,Fell,1989-01-01,32.43333,119.86667,"[32.43333, 119.86667]"
Ski,23621,1,L6,850.0,Fell,1848-01-01,59.73333,10.86667,"[59.73333, 10.86667]"
Slavetic,23626,1,H5,1708.0,Fell,1868-01-01,45.68333,15.6,"[45.68333, 15.6]"
Slobodka,23645,1,L4,2750.0,Fell,1818-01-01,55.0,35.0,"[55.0, 35.0]"
Soheria,23660,1,OC,72.9,Fell,1960-01-01,27.13333,84.06667,"[27.13333, 84.06667]"
Soko-Banja,23661,1,LL4,80000.0,Fell,1877-01-01,43.66667,21.86667,"[43.66667, 21.86667]"
Sologne,23663,1,H5,54.0,Fell,1860-01-01,47.36667,1.73333,"[47.36667, 1.73333]"
Sołtmany,53829,1,L6,1066.0,Fell,2011-01-01,54.00883,22.005,"[54.00883, 22.005]"
Sone,23667,1,H5,17100.0,Fell,1866-01-01,35.16667,135.33333,"[35.16667, 135.33333]"
Songyuan,23668,1,L6,36900.0,Fell,1993-01-01,45.25,125.0,"[45.25, 125.0]"
Sopot,23670,1,OC,958.0,Fell,1927-01-01,44.41667,23.5,"[44.41667, 23.5]"
Soroti,23671,1,"Iron, ungrouped",2050.0,Fell,1945-01-01,1.7,33.63333,"[1.7, 33.63333]"
St. Caprais-de-Quinsac,23081,1,L6,360.0,Fell,1883-01-01,44.75,0.05,"[44.75, 0.05]"
St. Christophe-la-Chartreuse,23082,1,L6,5500.0,Fell,1841-01-01,46.95,-1.5,"[46.95, -1.5]"
St. Denis Westrem,23083,1,L6,700.0,Fell,1855-01-01,51.05,3.75,"[51.05, 3.75]"
St. Germain-du-Pinel,23087,1,H6,4000.0,Fell,1890-01-01,48.01667,-1.15,"[48.01667, -1.15]"
St. Louis,23089,1,H4,1000.0,Fell,1950-01-01,38.7,-90.23333,"[38.7, -90.23333]"
St. Mark's,23090,1,EH5,13780.0,Fell,1903-01-01,-32.01667,27.41667,"[-32.01667, 27.41667]"
St. Mary's County,23091,1,LL3.3,24.3,Fell,1919-01-01,38.16667,-76.38333,"[38.16667, -76.38333]"
St. Mesmin,23092,1,LL6,8300.0,Fell,1866-01-01,48.45,3.93333,"[48.45, 3.93333]"
St. Michel,23093,1,L6,17000.0,Fell,1910-01-01,61.65,27.2,"[61.65, 27.2]"
St.-Chinian,23097,1,L6,134.3,Fell,1959-01-01,43.43333,2.95,"[43.43333, 2.95]"
Ställdalen,23712,1,H5,34000.0,Fell,1876-01-01,59.93333,14.95,"[59.93333, 14.95]"
Stannern,23713,1,Eucrite-mmict,52000.0,Fell,1808-01-01,49.28333,15.56667,"[49.28333, 15.56667]"
Stavropol,23717,1,L6,1500.0,Fell,1857-01-01,45.05,41.98333,"[45.05, 41.98333]"
Ste. Marguerite,23099,1,H4,4960.0,Fell,1962-01-01,50.76667,3.0,"[50.76667, 3.0]"
Sterlitamak,23724,1,"Iron, IIIAB",325000.0,Fell,1990-01-01,53.66667,55.98333,"[53.66667, 55.98333]"
Stolzenau,23726,1,Stone-uncl,,Fell,1647-01-01,52.53333,9.05,"[52.53333, 9.05]"
Stratford,23728,1,L6,50.0,Fell,1974-01-01,41.2,-73.13333,"[41.2, -73.13333]"
Strathmore,23729,1,L6,13400.0,Fell,1917-01-01,56.58333,-3.25,"[56.58333, -3.25]"
Stretchleigh,23732,1,Stone-uncl,10400.0,Fell,1623-01-01,50.38333,-3.95,"[50.38333, -3.95]"
St-Robert,23733,1,H5,25400.0,Fell,1994-01-01,45.96861,-72.97806,"[45.96861, -72.97806]"
Success,23736,1,L6,3500.0,Fell,1924-01-01,36.48333,-90.66667,"[36.48333, -90.66667]"
Suchy Dul,23737,1,L6,815.3,Fell,1969-01-01,50.53806,16.26333,"[50.53806, 16.26333]"
Suizhou,23738,1,L6,260000.0,Fell,1986-01-01,31.61667,113.46667,"[31.61667, 113.46667]"
Sulagiri,48951,1,LL6,110000.0,Fell,2008-01-01,12.66667,78.03333,"[12.66667, 78.03333]"
Sultanpur,23741,1,L/LL6,1710.5,Fell,1916-01-01,25.93333,84.28333,"[25.93333, 84.28333]"
Sungach,23745,1,H5,637.0,Fell,1935-01-01,44.86667,133.16667,"[44.86667, 133.16667]"
Supuhee,23760,1,H6,7235.0,Fell,1865-01-01,26.71667,84.21667,"[26.71667, 84.21667]"
Sutter's Mill,55529,1,C,992.5,Fell,2012-01-01,38.80389,-120.90806,"[38.80389, -120.90806]"
Sylacauga,23773,1,H4,5560.0,Fell,1954-01-01,33.18836,-86.2945,"[33.18836, -86.2945]"
Tabor,23776,1,H5,7540.0,Fell,1753-01-01,49.4,14.65,"[49.4, 14.65]"
Tadjera,23778,1,L5,9000.0,Fell,1867-01-01,36.18333,5.41667,"[36.18333, 5.41667]"
Tagish Lake,23782,1,C2-ung,10000.0,Fell,2000-01-01,59.70444,-134.20139,"[59.70444, -134.20139]"
Tahara,23784,1,H4/5,1000.0,Fell,1991-01-01,34.72,137.305,"[34.72, 137.305]"
Takenouchi,23789,1,H5,720.0,Fell,1880-01-01,35.38333,134.9,"[35.38333, 134.9]"
Talampaya,23791,1,Eucrite-cm,1421.0,Fell,1995-01-01,,,
Tambakwatu,23795,1,L6,10500.0,Fell,1975-01-01,-7.75,112.76667,"[-7.75, 112.76667]"
Tamdakht,48691,1,H5,100000.0,Fell,2008-01-01,31.16333,-7.015,"[31.16333, -7.015]"
Tané,23801,1,L5,905.0,Fell,1918-01-01,35.43333,136.23333,"[35.43333, 136.23333]"
Taonan,23873,1,L5,3850.0,Fell,1965-01-01,45.4,122.9,"[45.4, 122.9]"
Tatahouine,23884,1,Diogenite,12000.0,Fell,1931-01-01,32.95,10.41667,"[32.95, 10.41667]"
Tathlith,23885,1,L6,2500.0,Fell,1967-01-01,19.38333,43.73333,"[19.38333, 43.73333]"
Tauk,23887,1,L6,6000.0,Fell,1929-01-01,35.13333,44.45,"[35.13333, 44.45]"
Tauti,23888,1,L6,21000.0,Fell,1937-01-01,46.71667,23.5,"[46.71667, 23.5]"
Tenham,23897,1,L6,160000.0,Fell,1879-01-01,-25.73333,142.95,"[-25.73333, 142.95]"
Tennasilm,23898,1,L4,28500.0,Fell,1872-01-01,58.03333,26.95,"[58.03333, 26.95]"
Thal,23908,1,H6,342.0,Fell,1950-01-01,33.4,70.6,"[33.4, 70.6]"
Thika,54493,1,L6,14200.0,Fell,2011-01-01,-1.00278,37.15028,"[-1.00278, 37.15028]"
Thuathe,23976,1,H4/5,45300.0,Fell,2002-01-01,-29.33333,27.58333,"[-29.33333, 27.58333]"
Tianzhang,23984,1,H5,2232.0,Fell,1986-01-01,32.94667,118.99,"[32.94667, 118.99]"
Tieschitz,23989,1,H/L3.6,28000.0,Fell,1878-01-01,49.6,17.11667,"[49.6, 17.11667]"
Tilden,23998,1,L6,74800.0,Fell,1927-01-01,38.2,-89.68333,"[38.2, -89.68333]"
Tillaberi,23999,1,L6,3000.0,Fell,1970-01-01,14.25,1.53333,"[14.25, 1.53333]"
Timochin,24004,1,H5,65500.0,Fell,1807-01-01,54.5,35.2,"[54.5, 35.2]"
Tirupati,24009,1,H6,230.0,Fell,1934-01-01,13.63333,79.41667,"[13.63333, 79.41667]"
Tissint,54823,1,Martian (shergottite),7000.0,Fell,2011-01-01,29.48195,-7.61123,"[29.48195, -7.61123]"
Tjabe,24011,1,H6,20000.0,Fell,1869-01-01,-7.08333,111.53333,"[-7.08333, 111.53333]"
Tjerebon,24012,1,L5,16500.0,Fell,1922-01-01,-6.66667,106.58333,"[-6.66667, 106.58333]"
Tomakovka,24019,1,LL6,600.0,Fell,1905-01-01,47.85,34.76667,"[47.85, 34.76667]"
